chr19	1508800	1508873
chr19	1512119	1512400
chr19	1566748	1566800
chr2	3369898	3369999
chr2	3369898	3369999
chr2	3369898	3369999
chr2	3622306	3622400
chr2	3642334	3642400
chr2	3643200	3643288
chr17	3795023	3795200
chr6	4317313	4317405
chr17	5187918	5188097
chr19	5721400	5721525
chr17	5726655	5726748
chr17	6949771	6950200
chr1	9750600	9750632
chr19	11615339	11615400
chr19	11615339	11615400
chr19	11615339	11615400
chr19	11615339	11615400
chr19	11615339	11615400
chr19	13259800	13260049
chr19	13259800	13260049
chr10	13747089	13747600
chr10	13747089	13747600
chr19	14801800	14801839
chr8	17779145	17779200
chr6	18415565	18415665
chr1	20208320	20208400
chr6	20217109	20217400
chr6	20217109	20217400
chr19	20278400	20278465
chr19	20278400	20278465
chr19	20278400	20278465
chr15	22834400	22834525
chr8	23508800	23508839
chr7	23643347	23643439
chr13	24734512	24734600
chr5	25569203	25569488
chr6	27118400	27118501
chr6	27118400	27118501
chr6	27118400	27118501
chr6	27118400	27118501
chr6	27118400	27118501
chr6	27118400	27118501
chr6	27123186	27123284
chr6	27123186	27123284
chr6	27123186	27123284
chr6	27123186	27123284
chr6	27123186	27123284
chr6	27123186	27123284
chr6	27130200	27130368
chr6	27130200	27130368
chr6	27130200	27130368
chr6	27130200	27130368
chr6	27130200	27130368
chr6	27130200	27130368
chr6	27146200	27146364
chr6	27146200	27146364
chr6	27146200	27146364
chr6	27146200	27146364
chr6	27146200	27146364
chr6	27146200	27146364
chr1	29675915	29676200
chr17	29817200	29817276
chr8	31094414	31094793
chrX	31284491	31285000
chr11	32912959	32913200
chr11	32916600	32917025
chr19	34011853	34012000
chr19	34011853	34012000
chr11	35683750	35683800
chr11	35683750	35683800
chr19	36619800	36619840
chr19	36627800	36627854
chr19	36629859	36629966
chr19	36870400	36870473
chr19	36908341	36908400
chr19	37157312	37157400
chr19	37158000	37158043
chr20	37302128	37302200
chr20	37303800	37303841
chr19	37329800	37329849
chrX	37435945	37436084
chr2	38594204	38594711
chr2	38594964	38595000
chr2	38605400	38605452
chr12	39933400	39933484
chr17	40684674	40684863
chr17	40684957	40685055
chr22	43538208	43538512
chr22	43538208	43538512
chr22	43549212	43549304
chr22	43549212	43549304
chr19	44084174	44084400
chr19	44084174	44084400
chr19	44302705	44302800
chr19	44308723	44309127
chr15	45314522	45314600
chr15	45317988	45318083
chr15	45318196	45318468
chr15	45318560	45318600
chr19	46364725	46364844
chr19	46369000	46369255
chr19	46369800	46369993
chr12	46496340	46496576
chr12	46496340	46496576
chr12	46496674	46496768
chr12	46496674	46496768
chr19	46636621	46636747
chr19	49370045	49370200
chr19	49370045	49370200
chr19	49370045	49370200
chr19	49370045	49370200
chr3	49625727	49625890
chr19	51714146	51714333
chr19	51714146	51714333
chr19	51714146	51714333
chr8	53623825	53623986
chr8	53623825	53623986
chr8	53624313	53624400
chr8	53624313	53624400
chr19	56098136	56098400
chr19	56098136	56098400
chr19	56881000	56881042
chr19	56881000	56881042
chr19	56881000	56881042
chr16	57218368	57218400
chr16	57218368	57218400
chr16	57222800	57222904
chr16	57222800	57222904
chr12	58025672	58025800
chr12	58089000	58089040
chr16	58283167	58283200
chr16	58283167	58283200
chr12	58327951	58328000
chr11	62722059	62722151
chr11	65221765	65221800
chr11	75459580	75459707
chr16	75497160	75497200
chr17	76373893	76374000
chr15	77363800	77363882
chr14	78265924	78266000
chr11	89867927	89868093
chr11	89900600	89900666
chr11	89957600	89957710
chr5	90575160	90575200
chr14	96087400	96087556
chr14	96087400	96087556
chr14	96087400	96087556
chr14	96087400	96087556
chr4	96204570	96204835
chr10	101493600	101493755
chr9	102670400	102670460
chr4	103424800	103425209
chr4	103424800	103425209
chr4	103424800	103425209
chr4	103425335	103425435
chr4	103425335	103425435
chr4	103425335	103425435
chr10	104614917	104615000
chr7	108164731	108164800
chr7	108207865	108207957
chr10	111769423	111769600
chr10	111769423	111769600
chr9	114425295	114425391
chr9	114667074	114667200
chr3	121379156	121379200
chr11	124980355	124980400
chr11	124982200	124982279
chr11	124993956	124994000
chr10	126151043	126151220
chr6	127734400	127734617
chr6	127734400	127734617
chr3	128967112	128967200
chr3	128967112	128967200
chr3	128967112	128967200
chr3	129035800	129035867
chr3	129035800	129035867
chr3	129035800	129035867
chr9	129708200	129708458
chr12	131486195	131486295
chr3	135901669	135901761
chr3	135901669	135901761
chr8	141646800	141646836
chrX	151146000	151146070
chr2	156822600	156822784
chr1	169457200	169457269
chr1	169457200	169457269
chr5	178258387	178258945
chr5	178258387	178258945
chr5	178259142	178259200
chr5	178259142	178259200
chr5	178286559	178286600
chr5	178286559	178286600
chr3	183252101	183252193
chr3	183259651	183259755
chr2	187457312	187457400
chr3	195538552	195538600
chr3	195538552	195538600
chr1	197870887	197871000
chr1	215744200	215744233
chr1	215821200	215821371
chr1	235461400	235461487
chr1	235461400	235461487
