chr19	2384923	2385000
chr19	2384923	2385000
chr19	2384923	2385000
chr2	7004879	7005000
chr2	7017503	7017600
chr2	7017800	7017836
chr2	7148600	7148743
chr2	7148600	7148743
chr2	7148600	7148743
chr17	4278363	4278400
chr6	4880183	4880302
chr17	6348200	6348294
chr19	7741333	7741539
chr17	6348200	6348294
chr17	7545927	7546019
chr1	10494000	10494106
chr19	12250096	12250200
chr19	12273449	12273582
chr19	12477000	12477039
chr19	12494720	12494837
chr19	12552400	12552456
chr19	13929400	13929437
chr19	13984400	13984447
chr10	22983200	22983315
chr10	23004200	23004240
chr19	15491800	15491874
chr8	23508800	23508839
chr6	20034136	20034200
chr1	20835200	20835277
chr6	24389164	24389200
chr6	24646800	24646910
chr19	22234890	22235000
chr19	24217600	24217697
chr19	24271569	24271661
chr15	23662102	23662198
chr8	26306090	26306200
chr7	24833558	24833600
chr13	29293400	29293744
chr5	27743564	27743656
chr6	27634740	27634800
chr6	27641400	27641499
chr6	27657400	27657469
chr6	27660600	27660719
chr6	27794320	27794428
chr6	27794567	27794800
chr6	27634740	27634800
chr6	27641400	27641499
chr6	27657400	27657469
chr6	27660600	27660719
chr6	27794320	27794428
chr6	27794567	27794800
chr6	27634740	27634800
chr6	27641400	27641499
chr6	27657400	27657469
chr6	27660600	27660719
chr6	27794320	27794428
chr6	27794567	27794800
chr6	27634740	27634800
chr6	27641400	27641499
chr6	27657400	27657469
chr6	27660600	27660719
chr6	27794320	27794428
chr6	27794567	27794800
chr1	30416998	30417250
chr17	36411450	36411600
chr8	33490231	33490494
chrX	38016277	38016411
chr11	33723000	33723092
chr11	33723000	33723092
chr19	35263211	35263400
chr19	35284611	35284754
chr11	36310015	36310200
chr11	36311400	36311472
chr19	38396862	38397000
chr19	38396862	38397000
chr19	38396862	38397000
chr19	38086400	38086471
chr19	38086400	38086471
chr19	38396862	38397000
chr19	38396862	38397000
chr20	42142078	42142200
chr20	42142078	42142200
chr19	38396862	38397000
chrX	38016277	38016411
chr2	42319400	42319516
chr2	42319400	42319516
chr2	42319400	42319516
chr12	42863376	42863496
chr17	41159400	41159431
chr17	41159400	41159431
chr22	45064950	45065266
chr22	45074200	45074250
chr22	45064950	45065266
chr22	45074200	45074250
chr19	44875956	44876189
chr19	45146750	45146800
chr19	45146750	45146800
chr19	45146750	45146800
chr15	49445134	49445200
chr15	49445134	49445200
chr15	49445134	49445200
chr15	49445134	49445200
chr19	47136735	47136800
chr19	47136735	47136800
chr19	47136735	47136800
chr12	47474800	47474898
chr12	47820746	47821036
chr12	47474800	47474898
chr12	47820746	47821036
chr19	47136735	47136800
chr19	49928760	49928888
chr19	49940000	49940046
chr19	49945335	49945600
chr19	49982600	49982637
chr3	50275200	50275400
chr19	52597094	52597420
chr19	52597512	52597600
chr19	52641340	52641400
chr8	54794628	54795135
chr8	54797762	54798000
chr8	54794628	54795135
chr8	54797762	54798000
chr19	58145400	58145464
chr19	58175318	58175527
chr19	58145400	58145464
chr19	58175318	58175527
chr19	58446516	58446800
chr16	66783944	66784000
chr16	66866944	66867044
chr16	66783944	66784000
chr16	66866944	66867044
chr12	62828582	62829000
chr12	62828582	62829000
chr16	66783944	66784000
chr16	66866944	66867044
chr12	62828582	62829000
chr11	63705323	63705400
chr11	66153546	66153600
chr11	76382400	76382455
chr16	81109876	81110000
chr17	76849966	76850000
chr15	77922800	77923000
chr14	81931400	81931468
chr11	93478600	93478644
chr11	93478600	93478644
chr11	93478600	93478644
chr5	94123400	94123476
chr14	96831600	96831705
chr14	96832089	96832200
chr14	96859528	96859620
chr14	105559163	105559200
chr4	99661785	99661919
chr10	102136067	102136280
chr9	107730281	107730400
chr4	103939751	103939800
chr4	103996071	103996200
chr4	111332519	111332932
chr4	103939751	103939800
chr4	103996071	103996200
chr4	111332519	111332932
chr10	111769423	111769600
chr7	112759400	112759440
chr7	112759400	112759440
chr10	121307931	121308000
chr10	121353539	121353600
chr9	115514200	115514250
chr9	115514200	115514250
chr3	123305997	123306144
chr11	125758600	125758631
chr11	125758600	125758631
chr11	125758600	125758631
chr10	126850800	126850857
chr6	130088128	130088200
chr6	130092903	130093090
chr3	129611361	129611400
chr3	129613600	129613779
chr3	129655613	129655800
chr3	129611361	129611400
chr3	129613600	129613779
chr3	129655613	129655800
chr9	130332000	130332131
chr12	132315600	132315742
chr3	136538800	136538902
chr3	136539043	136539400
chr8	142319200	142319299
chrX	151619471	151619729
chr2	157749600	157749685
chr1	171342325	171342400
chr1	171383024	171383123
chr5	178961603	178961727
chr5	178978800	178978899
chr5	178961603	178961727
chr5	178978800	178978899
chr5	178961603	178961727
chr5	178978800	178978899
chr3	184077918	184078000
chr3	184077918	184078000
chr2	188376200	188376560
chr3	196157391	196157547
chr3	196231200	196231421
chr1	200244539	200244600
chr1	219838084	219838231
chr1	219838084	219838231
chr1	241912400	241912520
chr1	241986713	241986800
